model_tag,problem_id,subject,level,n,c,pass_at_1,pass_at_3,distinct_answers,avg_output_len,gold,preds
openai_nano,test/algebra/2157.json,Algebra,2,3,3,1.0,1.0,1,302.7,2,"[""2"", ""2"", ""2""]"
openai_nano,test/algebra/2159.json,Algebra,3,3,2,0.6666666666666667,1.0,2,420.0,11,"[""11"", ""9"", ""11""]"
openai_nano,test/algebra/2176.json,Algebra,5,3,3,1.0,1.0,1,1962.0,3,"[""3"", ""3"", ""3""]"
openai_nano,test/algebra/2193.json,Algebra,5,3,0,0.0,0.0,1,793.0,x=5,"[""5"", ""5"", ""5""]"
openai_nano,test/algebra/2199.json,Algebra,1,3,3,1.0,1.0,1,474.3,7,"[""7"", ""7"", ""7""]"
openai_nano,test/algebra/2214.json,Algebra,2,3,3,1.0,1.0,1,346.7,4,"[""4"", ""4"", ""4""]"
openai_nano,test/algebra/2232.json,Algebra,4,3,3,1.0,1.0,1,344.3,-3,"[""-3"", ""-3"", ""-3""]"
openai_nano,test/algebra/224.json,Algebra,4,3,3,1.0,1.0,1,517.3,8,"[""8"", ""8"", ""8""]"
openai_nano,test/algebra/2251.json,Algebra,2,3,2,0.6666666666666667,1.0,2,428.7,3,"[""x=3"", ""3"", ""3""]"
openai_nano,test/algebra/2253.json,Algebra,4,3,3,1.0,1.0,1,417.0,\frac{3\sqrt{3}}{4},"[""\\frac{3\\sqrt{3}}{4}"", ""\\frac{3\\sqrt{3}}{4}"", ""\\frac{3\\sqrt{3}}{4}""]"
openai_nano,test/algebra/2257.json,Algebra,4,3,0,0.0,0.0,1,785.3,\frac9{19},"[""\\frac{9}{19}"", ""\\frac{9}{19}"", ""\\frac{9}{19}""]"
openai_nano,test/algebra/2264.json,Algebra,5,3,3,1.0,1.0,1,621.7,1+2i,"[""1+2i"", ""1+2i"", ""1+2i""]"
openai_nano,test/algebra/2277.json,Algebra,5,3,3,1.0,1.0,1,946.7,0,"[""0"", ""0"", ""0""]"
openai_nano,test/algebra/2391.json,Algebra,4,3,2,0.6666666666666667,1.0,2,680.0,10,"[""0"", ""10"", ""10""]"
openai_nano,test/algebra/24.json,Algebra,1,3,2,0.6666666666666667,1.0,2,371.0,2000,"[""2000"", ""\\2000"", ""2000""]"
openai_nano,test/algebra/2427.json,Algebra,5,3,3,1.0,1.0,1,1427.3,10,"[""10"", ""10"", ""10""]"
openai_nano,test/algebra/2430.json,Algebra,4,3,3,1.0,1.0,1,973.0,8,"[""8"", ""8"", ""8""]"
openai_nano,test/algebra/246.json,Algebra,4,3,3,1.0,1.0,1,495.3,8,"[""8"", ""8"", ""8""]"
openai_nano,test/algebra/2470.json,Algebra,1,3,3,1.0,1.0,1,451.3,137\frac{1}{2},"[""137\\frac{1}{2}"", ""137\\frac{1}{2}"", ""137\\frac{1}{2}""]"
openai_nano,test/algebra/2476.json,Algebra,2,3,3,1.0,1.0,1,688.0,10,"[""10"", ""10"", ""10""]"
openai_nano,test/algebra/2486.json,Algebra,5,3,3,1.0,1.0,1,728.3,(\frac{3}{5}\frac{8}{3}],"[""(\\frac{3}{5}\\frac{8}{3}]"", ""(\\frac{3}{5}\\frac{8}{3}]"", ""(\\frac{3}{5}\\frac{8}{3}]""]"
openai_nano,test/algebra/251.json,Algebra,2,3,3,1.0,1.0,1,501.7,2,"[""2"", ""2"", ""2""]"
openai_nano,test/algebra/2517.json,Algebra,5,3,3,1.0,1.0,1,1064.0,-\frac{35}{9},"[""-\\frac{35}{9}"", ""-\\frac{35}{9}"", ""-\\frac{35}{9}""]"
openai_nano,test/algebra/2551.json,Algebra,1,3,3,1.0,1.0,1,512.0,10,"[""10"", ""10"", ""10""]"
openai_nano,test/algebra/2570.json,Algebra,4,3,3,1.0,1.0,1,704.7,2107,"[""2107"", ""2107"", ""2107""]"
openai_nano,test/algebra/2584.json,Algebra,3,3,3,1.0,1.0,1,453.3,\frac{14}{3},"[""\\frac{14}{3}"", ""\\frac{14}{3}"", ""\\frac{14}{3}""]"
openai_nano,test/algebra/2592.json,Algebra,1,3,3,1.0,1.0,1,292.0,26000,"[""26000"", ""26000"", ""26000""]"
openai_nano,test/algebra/2593.json,Algebra,2,3,3,1.0,1.0,1,313.3,8000,"[""8000"", ""8000"", ""8000""]"
openai_nano,test/algebra/2626.json,Algebra,5,3,0,0.0,0.0,1,667.0,\32348,"[""\\32372"", ""\\32372"", ""\\32372""]"
openai_nano,test/algebra/2680.json,Algebra,2,3,3,1.0,1.0,1,288.7,5r^5,"[""5r^5"", ""5r^5"", ""5r^5""]"
openai_nano,test/algebra/2700.json,Algebra,5,3,3,1.0,1.0,1,865.3,\frac{3}{2},"[""\\frac{3}{2}"", ""\\frac{3}{2}"", ""\\frac{3}{2}""]"
openai_nano,test/algebra/2735.json,Algebra,2,3,2,0.6666666666666667,1.0,2,574.7,\frac{11+9a}{20},"[""\\frac{11+9a}{20}"", ""\\frac{9a+11}{20}"", ""\\frac{11+9a}{20}""]"
openai_nano,test/algebra/2743.json,Algebra,2,3,2,0.6666666666666667,1.0,2,505.7,29,"[""\\29"", ""29"", ""29""]"
openai_nano,test/algebra/276.json,Algebra,2,3,3,1.0,1.0,1,609.0,12,"[""12"", ""12"", ""12""]"
openai_nano,test/algebra/2779.json,Algebra,5,3,3,1.0,1.0,1,749.7,20,"[""20"", ""20"", ""20""]"
openai_nano,test/algebra/2780.json,Algebra,5,3,3,1.0,1.0,1,954.7,\18.90,"[""\\18.90"", ""\\18.90"", ""\\18.90""]"
openai_nano,test/algebra/2789.json,Algebra,1,3,3,1.0,1.0,1,408.3,47,"[""47"", ""47"", ""47""]"
openai_nano,test/algebra/291.json,Algebra,5,3,3,1.0,1.0,1,1185.0,\frac{2}{3},"[""\\frac{2}{3}"", ""\\frac{2}{3}"", ""\\frac{2}{3}""]"
openai_nano,test/algebra/297.json,Algebra,5,3,3,1.0,1.0,1,2495.7,1736,"[""1736"", ""1736"", ""1736""]"
openai_nano,test/algebra/305.json,Algebra,5,3,3,1.0,1.0,1,638.3,5,"[""5"", ""5"", ""5""]"
openai_nano,test/algebra/346.json,Algebra,2,3,3,1.0,1.0,1,148.7,7,"[""7"", ""7"", ""7""]"
openai_nano,test/algebra/351.json,Algebra,3,3,2,0.6666666666666667,1.0,2,617.3,2,"[""**2**"", ""2"", ""2""]"
openai_nano,test/algebra/425.json,Algebra,3,3,3,1.0,1.0,1,425.7,-128,"[""-128"", ""-128"", ""-128""]"
openai_nano,test/algebra/435.json,Algebra,3,3,3,1.0,1.0,1,256.7,25,"[""25"", ""25"", ""25""]"
openai_nano,test/algebra/478.json,Algebra,1,3,1,0.33333333333333337,1.0,2,281.3,65,"[""\\(65\\)cubicunits"", ""65"", ""\\(65\\)cubicunits""]"
openai_nano,test/algebra/509.json,Algebra,5,3,3,1.0,1.0,1,1243.7,\frac{13}{6},"[""\\frac{13}{6}"", ""\\frac{13}{6}"", ""\\frac{13}{6}""]"
openai_nano,test/algebra/518.json,Algebra,3,3,0,0.0,0.0,1,526.0,\frac34,"[""\\frac{3}{4}"", ""\\frac{3}{4}"", ""\\frac{3}{4}""]"
openai_nano,test/algebra/524.json,Algebra,2,3,3,1.0,1.0,1,299.7,4005,"[""4005"", ""4005"", ""4005""]"
openai_nano,test/algebra/529.json,Algebra,4,3,3,1.0,1.0,1,631.0,81,"[""81"", ""81"", ""81""]"
openai_nano,test/algebra/567.json,Algebra,1,3,3,1.0,1.0,1,812.7,1,"[""1"", ""1"", ""1""]"
openai_nano,test/algebra/621.json,Algebra,4,3,3,1.0,1.0,1,641.0,3.21,"[""3.21"", ""3.21"", ""3.21""]"
openai_nano,test/algebra/634.json,Algebra,3,3,3,1.0,1.0,1,996.0,4,"[""4"", ""4"", ""4""]"
openai_nano,test/algebra/661.json,Algebra,3,3,3,1.0,1.0,1,822.7,36,"[""36"", ""36"", ""36""]"
openai_nano,test/algebra/668.json,Algebra,4,3,3,1.0,1.0,1,338.7,45,"[""45"", ""45"", ""45""]"
openai_nano,test/algebra/686.json,Algebra,5,3,3,1.0,1.0,1,1171.0,4,"[""4"", ""4"", ""4""]"
openai_nano,test/algebra/694.json,Algebra,3,3,3,1.0,1.0,1,688.3,16,"[""16"", ""16"", ""16""]"
openai_nano,test/algebra/722.json,Algebra,1,3,2,0.6666666666666667,1.0,2,323.7,9901,"[""9901"", ""10000"", ""9901""]"
openai_nano,test/algebra/733.json,Algebra,5,3,3,1.0,1.0,1,1617.3,6,"[""6"", ""6"", ""6""]"
openai_nano,test/algebra/769.json,Algebra,3,3,3,1.0,1.0,1,323.7,11,"[""11"", ""11"", ""11""]"
openai_nano,test/algebra/776.json,Algebra,5,3,3,1.0,1.0,1,403.7,-2,"[""-2"", ""-2"", ""-2""]"
openai_nano,test/algebra/791.json,Algebra,4,3,3,1.0,1.0,1,954.7,41,"[""41"", ""41"", ""41""]"
openai_nano,test/algebra/824.json,Algebra,4,3,3,1.0,1.0,1,812.7,12,"[""12"", ""12"", ""12""]"
openai_nano,test/algebra/841.json,Algebra,1,3,3,1.0,1.0,1,605.3,350,"[""350"", ""350"", ""350""]"
openai_nano,test/algebra/849.json,Algebra,1,3,2,0.6666666666666667,1.0,2,256.7,18,"[""18"", ""14"", ""18""]"
openai_nano,test/algebra/853.json,Algebra,5,3,2,0.6666666666666667,1.0,2,1078.0,12,"[""12"", ""12"", ""4""]"
openai_nano,test/algebra/858.json,Algebra,4,3,3,1.0,1.0,1,478.0,-2,"[""-2"", ""-2"", ""-2""]"
openai_nano,test/algebra/864.json,Algebra,2,3,3,1.0,1.0,1,419.7,(-16),"[""(-16)"", ""(-16)"", ""(-16)""]"
openai_nano,test/algebra/873.json,Algebra,4,3,3,1.0,1.0,1,661.7,33,"[""33"", ""33"", ""33""]"
openai_nano,test/algebra/892.json,Algebra,5,3,2,0.6666666666666667,1.0,2,3070.0,2,"[""2"", ""2"", ""\\text{Nolargestvalueof}a;\\text{all}a\\ge2\\text{work.}""]"
openai_nano,test/algebra/893.json,Algebra,4,3,3,1.0,1.0,1,900.7,-1,"[""-1"", ""-1"", ""-1""]"
openai_nano,test/algebra/907.json,Algebra,4,3,3,1.0,1.0,1,368.3,2,"[""2"", ""2"", ""2""]"
openai_nano,test/algebra/972.json,Algebra,4,3,3,1.0,1.0,1,1007.0,\frac{11}{2},"[""\\frac{11}{2}"", ""\\frac{11}{2}"", ""\\frac{11}{2}""]"
openai_nano,test/algebra/975.json,Algebra,5,3,3,1.0,1.0,1,878.7,-4,"[""-4"", ""-4"", ""-4""]"
openai_nano,test/algebra/988.json,Algebra,1,3,3,1.0,1.0,1,352.7,11,"[""11"", ""11"", ""11""]"
openai_nano,test/counting_and_probability/10.json,Counting & Probability,4,3,3,1.0,1.0,1,1298.7,4,"[""4"", ""4"", ""4""]"
openai_nano,test/counting_and_probability/1003.json,Counting & Probability,5,3,3,1.0,1.0,1,2775.7,29,"[""29"", ""29"", ""29""]"
openai_nano,test/counting_and_probability/1009.json,Counting & Probability,5,3,3,1.0,1.0,1,606.3,28,"[""28"", ""28"", ""28""]"
openai_nano,test/counting_and_probability/1014.json,Counting & Probability,4,3,3,1.0,1.0,1,748.3,480,"[""480"", ""480"", ""480""]"
openai_nano,test/counting_and_probability/1060.json,Counting & Probability,2,3,3,1.0,1.0,1,485.7,1260,"[""1260"", ""1260"", ""1260""]"
openai_nano,test/counting_and_probability/1114.json,Counting & Probability,4,3,3,1.0,1.0,1,724.7,\frac{11}{36},"[""\\frac{11}{36}"", ""\\frac{11}{36}"", ""\\frac{11}{36}""]"
openai_nano,test/counting_and_probability/116.json,Counting & Probability,2,3,3,1.0,1.0,1,428.3,4495,"[""4495"", ""4495"", ""4495""]"
openai_nano,test/counting_and_probability/119.json,Counting & Probability,4,3,3,1.0,1.0,1,943.0,-125,"[""-125"", ""-125"", ""-125""]"
openai_nano,test/counting_and_probability/134.json,Counting & Probability,4,3,2,0.6666666666666667,1.0,2,940.0,720,"[""720"", ""2160"", ""720""]"
openai_nano,test/counting_and_probability/14.json,Counting & Probability,1,3,0,0.0,0.0,1,400.7,\frac14,"[""\\frac{1}{4}"", ""\\frac{1}{4}"", ""\\frac{1}{4}""]"
openai_nano,test/counting_and_probability/159.json,Counting & Probability,5,3,3,1.0,1.0,1,959.0,28800,"[""28800"", ""28800"", ""28800""]"
openai_nano,test/counting_and_probability/181.json,Counting & Probability,5,3,1,0.33333333333333337,1.0,3,2966.0,19,"[""12"", ""19"", ""11""]"
openai_nano,test/counting_and_probability/188.json,Counting & Probability,5,3,2,0.6666666666666667,1.0,2,1921.3,\frac{1}{2},"[""\\frac{1}{2}"", ""\\frac{1}{2}"", ""\\frac{5}{9}""]"
openai_nano,test/counting_and_probability/190.json,Counting & Probability,2,3,3,1.0,1.0,1,354.7,6,"[""6"", ""6"", ""6""]"
openai_nano,test/counting_and_probability/199.json,Counting & Probability,2,3,3,1.0,1.0,1,2186.3,13,"[""13"", ""13"", ""13""]"
openai_nano,test/counting_and_probability/216.json,Counting & Probability,5,3,3,1.0,1.0,1,727.0,1940,"[""1940"", ""1940"", ""1940""]"
openai_nano,test/counting_and_probability/230.json,Counting & Probability,4,3,3,1.0,1.0,1,858.3,\frac{2}{21},"[""\\frac{2}{21}"", ""\\frac{2}{21}"", ""\\frac{2}{21}""]"
openai_nano,test/counting_and_probability/238.json,Counting & Probability,4,3,3,1.0,1.0,1,959.0,10080,"[""10080"", ""10080"", ""10080""]"
openai_nano,test/counting_and_probability/23957.json,Counting & Probability,3,3,3,1.0,1.0,1,305.7,210,"[""210"", ""210"", ""210""]"
openai_nano,test/counting_and_probability/25149.json,Counting & Probability,4,3,3,1.0,1.0,1,720.0,63,"[""63"", ""63"", ""63""]"
openai_nano,test/counting_and_probability/282.json,Counting & Probability,4,3,0,0.0,0.0,2,2629.0,\frac{1}{2},"[""\\frac{8}{25}"", ""\\frac{5}{9}"", ""\\frac{5}{9}""]"
openai_nano,test/counting_and_probability/339.json,Counting & Probability,4,3,3,1.0,1.0,1,1213.3,12,"[""12"", ""12"", ""12""]"
openai_nano,test/counting_and_probability/377.json,Counting & Probability,4,3,2,0.6666666666666667,1.0,2,1025.0,\frac{448}{15625},"[""\\frac{2240}{78125}"", ""\\frac{448}{15625}"", ""\\frac{448}{15625}""]"
openai_nano,test/counting_and_probability/389.json,Counting & Probability,2,3,3,1.0,1.0,1,390.3,28,"[""28"", ""28"", ""28""]"
openai_nano,test/counting_and_probability/430.json,Counting & Probability,4,3,3,1.0,1.0,1,1832.7,\frac{1}{3},"[""\\frac{1}{3}"", ""\\frac{1}{3}"", ""\\frac{1}{3}""]"
openai_nano,test/counting_and_probability/508.json,Counting & Probability,3,3,3,1.0,1.0,1,556.7,10080,"[""10080"", ""10080"", ""10080""]"
openai_nano,test/counting_and_probability/51.json,Counting & Probability,5,3,3,1.0,1.0,1,702.3,\frac{13}{18},"[""\\frac{13}{18}"", ""\\frac{13}{18}"", ""\\frac{13}{18}""]"
openai_nano,test/counting_and_probability/525.json,Counting & Probability,5,3,0,0.0,0.0,3,3121.7,144,"[""0"", ""12"", ""504""]"
openai_nano,test/counting_and_probability/666.json,Counting & Probability,2,3,0,0.0,0.0,1,638.0,225,"[""1"", ""1"", ""1""]"
openai_nano,test/counting_and_probability/71.json,Counting & Probability,3,3,3,1.0,1.0,1,630.3,3,"[""3"", ""3"", ""3""]"
openai_nano,test/counting_and_probability/731.json,Counting & Probability,5,3,0,0.0,0.0,3,2689.3,\frac{1}{2},"[""\\displaystyle\\frac{2}{k^2+1}"", ""\\frac{1}{4}"", ""\\frac{(k^2+1)^2}{8k^2}""]"
openai_nano,test/counting_and_probability/737.json,Counting & Probability,2,3,3,1.0,1.0,1,542.3,58500,"[""58500"", ""58500"", ""58500""]"
openai_nano,test/counting_and_probability/761.json,Counting & Probability,1,3,3,1.0,1.0,1,428.7,3,"[""3"", ""3"", ""3""]"
openai_nano,test/counting_and_probability/765.json,Counting & Probability,5,3,1,0.33333333333333337,1.0,2,1796.0,110,"[""115"", ""110"", ""115""]"
openai_nano,test/counting_and_probability/803.json,Counting & Probability,4,3,3,1.0,1.0,1,740.7,\frac{1}{4},"[""\\frac{1}{4}"", ""\\frac{1}{4}"", ""\\frac{1}{4}""]"
openai_nano,test/counting_and_probability/870.json,Counting & Probability,5,3,1,0.33333333333333337,1.0,2,1823.3,\frac{1}{3},"[""\\frac{2}{3}"", ""\\frac{1}{3}"", ""\\frac{2}{3}""]"
openai_nano,test/counting_and_probability/894.json,Counting & Probability,5,3,2,0.6666666666666667,1.0,2,1082.0,540,"[""534"", ""540"", ""540""]"
openai_nano,test/counting_and_probability/913.json,Counting & Probability,3,3,3,1.0,1.0,1,541.0,6,"[""6"", ""6"", ""6""]"
openai_nano,test/geometry/106.json,Geometry,2,3,3,1.0,1.0,1,468.7,31,"[""31"", ""31"", ""31""]"
openai_nano,test/geometry/1097.json,Geometry,4,3,3,1.0,1.0,1,613.3,63,"[""63"", ""63"", ""63""]"
openai_nano,test/geometry/1108.json,Geometry,2,3,3,1.0,1.0,1,555.3,(24),"[""(24)"", ""(24)"", ""(24)""]"
openai_nano,test/geometry/1140.json,Geometry,5,3,2,0.6666666666666667,1.0,2,1397.7,\frac{3840}{289},"[""\\frac{3840}{289}"", ""\\frac{3840}{289}"", ""\\displaystyle\\frac{3840}{289}""]"
openai_nano,test/geometry/172.json,Geometry,5,3,0,0.0,0.0,3,2484.7,8,"[""24"", ""\\frac{64}{3}"", ""16""]"
openai_nano,test/geometry/178.json,Geometry,3,3,3,1.0,1.0,1,511.0,2,"[""2"", ""2"", ""2""]"
openai_nano,test/geometry/183.json,Geometry,5,3,0,0.0,0.0,3,2157.0,145^\circ,"[""35"", ""145"", ""72.5""]"
openai_nano,test/geometry/221.json,Geometry,3,3,3,1.0,1.0,1,665.0,30,"[""30"", ""30"", ""30""]"
openai_nano,test/geometry/226.json,Geometry,1,3,3,1.0,1.0,1,1217.3,180^\circ,"[""180^\\circ"", ""180^\\circ"", ""180^\\circ""]"
openai_nano,test/geometry/229.json,Geometry,5,3,3,1.0,1.0,1,3346.0,16,"[""16"", ""16"", ""16""]"
openai_nano,test/geometry/248.json,Geometry,2,3,3,1.0,1.0,1,376.0,5,"[""5"", ""5"", ""5""]"
openai_nano,test/geometry/254.json,Geometry,2,3,3,1.0,1.0,1,538.0,3,"[""3"", ""3"", ""3""]"
openai_nano,test/geometry/283.json,Geometry,4,3,3,1.0,1.0,1,1269.0,8,"[""8"", ""8"", ""8""]"
openai_nano,test/geometry/347.json,Geometry,3,3,3,1.0,1.0,1,490.3,76^\circ,"[""76^\\circ"", ""76^\\circ"", ""76^\\circ""]"
openai_nano,test/geometry/353.json,Geometry,4,3,3,1.0,1.0,1,706.3,\sqrt{5},"[""\\sqrt{5}"", ""\\sqrt{5}"", ""\\sqrt{5}""]"
openai_nano,test/geometry/434.json,Geometry,1,3,0,0.0,0.0,1,686.7,28,"[""56"", ""56"", ""56""]"
openai_nano,test/geometry/456.json,Geometry,2,3,3,1.0,1.0,1,403.3,3,"[""3"", ""3"", ""3""]"
openai_nano,test/geometry/465.json,Geometry,4,3,0,0.0,0.0,2,1751.3,120,"[""200^\\circ"", ""200^\\circ"", ""150^\\circ""]"
openai_nano,test/geometry/473.json,Geometry,4,3,0,0.0,0.0,1,427.0,864\mbox{inches}^2,"[""864"", ""864"", ""864""]"
openai_nano,test/geometry/477.json,Geometry,3,3,3,1.0,1.0,1,454.7,216,"[""216"", ""216"", ""216""]"
openai_nano,test/geometry/483.json,Geometry,4,3,3,1.0,1.0,1,614.3,15,"[""15"", ""15"", ""15""]"
openai_nano,test/geometry/538.json,Geometry,4,3,3,1.0,1.0,1,995.0,(8-2),"[""(8-2)"", ""(8-2)"", ""(8-2)""]"
openai_nano,test/geometry/547.json,Geometry,4,3,1,0.33333333333333337,1.0,2,886.0,54,"[""18"", ""54"", ""18""]"
openai_nano,test/geometry/561.json,Geometry,5,3,0,0.0,0.0,3,3268.3,\frac{7}{2},"[""3\\sqrt2"", ""5"", ""\\frac{3(1+\\sqrt{2})}{2}""]"
openai_nano,test/geometry/615.json,Geometry,4,3,3,1.0,1.0,1,582.3,106^\circ,"[""106^\\circ"", ""106^\\circ"", ""106^\\circ""]"
openai_nano,test/geometry/627.json,Geometry,4,3,3,1.0,1.0,1,1147.7,17,"[""17"", ""17"", ""17""]"
openai_nano,test/geometry/65.json,Geometry,3,3,0,0.0,0.0,2,1169.0,30^\circ,"[""60^\\circ"", ""0^\\circ"", ""0^\\circ""]"
openai_nano,test/geometry/686.json,Geometry,5,3,3,1.0,1.0,1,1223.3,18+2\pi,"[""18+2\\pi"", ""18+2\\pi"", ""18+2\\pi""]"
openai_nano,test/geometry/702.json,Geometry,5,3,1,0.33333333333333337,1.0,3,2477.3,160,"[""160\\text{m}"", ""130\\text{m}"", ""160""]"
openai_nano,test/geometry/711.json,Geometry,5,3,0,0.0,0.0,2,2537.3,1+2\sqrt{3},"[null, ""\\sqrt{3}+2\\sqrt{2}"", ""\\frac{7\\sqrt3}{2}""]"
openai_nano,test/geometry/73.json,Geometry,2,3,3,1.0,1.0,1,623.0,4,"[""4"", ""4"", ""4""]"
openai_nano,test/geometry/795.json,Geometry,3,3,2,0.6666666666666667,1.0,2,803.0,\frac{\sqrt{21}}{5},"[""\\frac{\\sqrt{21}}{5}"", ""\\displaystyle\\frac{\\sqrt{21}}{5}"", ""\\frac{\\sqrt{21}}{5}""]"
openai_nano,test/geometry/802.json,Geometry,2,3,3,1.0,1.0,1,569.7,12,"[""12"", ""12"", ""12""]"
openai_nano,test/geometry/817.json,Geometry,5,3,1,0.33333333333333337,1.0,2,3467.7,\frac{14}{3},"[""\\frac{14}{3}"", ""\\frac{7}{2}"", ""\\frac{7}{2}""]"
openai_nano,test/geometry/826.json,Geometry,5,3,0,0.0,0.0,3,1236.0,1\frac{4}{5},"[""4\\frac{4}{5}"", ""\\sqrt{34}"", ""8\\frac{1}{3}""]"
openai_nano,test/geometry/843.json,Geometry,3,3,3,1.0,1.0,1,640.0,6\sqrt{2},"[""6\\sqrt{2}"", ""6\\sqrt{2}"", ""6\\sqrt{2}""]"
openai_nano,test/geometry/846.json,Geometry,2,3,1,0.33333333333333337,1.0,3,2128.3,90^\circ,"[""90^\\circ"", ""60^\\circ"", ""\\angleBAC=40^\\circ""]"
openai_nano,test/geometry/880.json,Geometry,5,3,0,0.0,0.0,3,2458.0,2\sqrt{113},"[""2\\sqrt{66}"", ""2\\sqrt{59}"", ""2\\sqrt{51}""]"
openai_nano,test/geometry/947.json,Geometry,5,3,3,1.0,1.0,1,863.7,-\frac{24}{25},"[""-\\frac{24}{25}"", ""-\\frac{24}{25}"", ""-\\frac{24}{25}""]"
openai_nano,test/geometry/965.json,Geometry,5,3,0,0.0,0.0,2,2276.0,28,"[""21"", ""10.5"", ""21""]"
openai_nano,test/geometry/967.json,Geometry,3,3,0,0.0,0.0,1,502.3,72,"[""72^\\circ"", ""72^\\circ"", ""72^\\circ""]"
openai_nano,test/intermediate_algebra/1000.json,Intermediate Algebra,3,3,2,0.6666666666666667,1.0,2,1039.7,3,"[""3"", ""3"", ""\\frac{3+\\sqrt{21}}{2}""]"
openai_nano,test/intermediate_algebra/101.json,Intermediate Algebra,3,3,3,1.0,1.0,1,1075.3,10,"[""10"", ""10"", ""10""]"
openai_nano,test/intermediate_algebra/1014.json,Intermediate Algebra,3,3,3,1.0,1.0,1,762.0,50,"[""50"", ""50"", ""50""]"
openai_nano,test/intermediate_algebra/102.json,Intermediate Algebra,4,3,3,1.0,1.0,1,1380.3,2,"[""2"", ""2"", ""2""]"
openai_nano,test/intermediate_algebra/1063.json,Intermediate Algebra,4,3,0,0.0,0.0,3,3003.0,1+274i,"[""\\frac{138}{137}i"", ""\\frac{1}{137}+i"", ""\\(\\displaystylez_{2002}=\\frac{37538}{37265}+\\frac{1}{37265}i\\)""]"
openai_nano,test/intermediate_algebra/1102.json,Intermediate Algebra,1,3,3,1.0,1.0,1,1602.0,-21,"[""-21"", ""-21"", ""-21""]"
openai_nano,test/intermediate_algebra/1111.json,Intermediate Algebra,5,3,0,0.0,0.0,2,1443.7,\frac{20000}{\pi},"[""\\(\\displaystyle\\frac{20000}{\\pi}\\)(approximately\\(6366.2\\))"", ""\\displaystyle\\frac{20000}{\\pi}"", ""\\displaystyle\\frac{20000}{\\pi}""]"
openai_nano,test/intermediate_algebra/1123.json,Intermediate Algebra,3,3,3,1.0,1.0,1,798.3,\frac{10}{11},"[""\\frac{10}{11}"", ""\\frac{10}{11}"", ""\\frac{10}{11}""]"
openai_nano,test/intermediate_algebra/1126.json,Intermediate Algebra,4,3,3,1.0,1.0,1,1314.3,16,"[""16"", ""16"", ""16""]"
openai_nano,test/intermediate_algebra/1151.json,Intermediate Algebra,3,3,3,1.0,1.0,1,1387.3,1,"[""1"", ""1"", ""1""]"
openai_nano,test/intermediate_algebra/1166.json,Intermediate Algebra,5,3,3,1.0,1.0,1,2393.7,100,"[""100"", ""100"", ""100""]"
openai_nano,test/intermediate_algebra/1168.json,Intermediate Algebra,2,3,3,1.0,1.0,1,308.7,16,"[""16"", ""16"", ""16""]"
openai_nano,test/intermediate_algebra/117.json,Intermediate Algebra,5,3,2,0.6666666666666667,1.0,1,1685.0,15,"[null, ""15"", ""15""]"
openai_nano,test/intermediate_algebra/1197.json,Intermediate Algebra,5,3,0,0.0,0.0,1,751.7,\frac{3}{56},"[null, ""\\frac{1}{9}"", null]"
openai_nano,test/intermediate_algebra/121.json,Intermediate Algebra,4,3,3,1.0,1.0,1,1084.7,64,"[""64"", ""64"", ""64""]"
openai_nano,test/intermediate_algebra/1210.json,Intermediate Algebra,4,3,0,0.0,0.0,3,1176.0,-13x+3,"[""\\displaystyle-\\frac{15}{2}x-\\frac{3}{2}"", ""-7x-2"", ""\\displaystyle-\\frac{25}{2}x+\\frac{7}{2}""]"
openai_nano,test/intermediate_algebra/1217.json,Intermediate Algebra,2,3,3,1.0,1.0,1,1181.0,x^5-x^4+x^3-x^2+x-1,"[""x^5-x^4+x^3-x^2+x-1"", ""x^5-x^4+x^3-x^2+x-1"", ""x^5-x^4+x^3-x^2+x-1""]"
openai_nano,test/intermediate_algebra/1232.json,Intermediate Algebra,3,3,3,1.0,1.0,1,559.0,\frac{5}{13},"[""\\frac{5}{13}"", ""\\frac{5}{13}"", ""\\frac{5}{13}""]"
openai_nano,test/intermediate_algebra/1247.json,Intermediate Algebra,3,3,3,1.0,1.0,1,904.0,-256,"[""-256"", ""-256"", ""-256""]"
openai_nano,test/intermediate_algebra/1279.json,Intermediate Algebra,5,3,1,0.33333333333333337,1.0,2,1921.3,\frac{2}{1005},"[""0"", ""0"", ""\\frac{2}{1005}""]"
openai_nano,test/intermediate_algebra/128.json,Intermediate Algebra,2,3,0,0.0,0.0,1,1078.0,\text{even},"[""**even**"", ""**even**"", ""**even**""]"
openai_nano,test/intermediate_algebra/1300.json,Intermediate Algebra,3,3,3,1.0,1.0,1,655.0,16,"[""16"", ""16"", ""16""]"
openai_nano,test/intermediate_algebra/134.json,Intermediate Algebra,1,3,3,1.0,1.0,1,420.0,-50,"[""-50"", ""-50"", ""-50""]"
openai_nano,test/intermediate_algebra/1350.json,Intermediate Algebra,5,3,0,0.0,0.0,2,2503.0,14,"[""28"", ""16"", ""16""]"
openai_nano,test/intermediate_algebra/1354.json,Intermediate Algebra,5,3,3,1.0,1.0,1,1282.0,\frac{1997}{2},"[""\\frac{1997}{2}"", ""\\frac{1997}{2}"", ""\\frac{1997}{2}""]"
openai_nano,test/intermediate_algebra/1365.json,Intermediate Algebra,3,3,3,1.0,1.0,1,726.0,15,"[""15"", ""15"", ""15""]"
